postal code,place,province_or_county,community,latitude,longitude,all_cancer_sites,tongue,mouth,breast,lungs,stomach,bladder,sex
600019,Shanmugapuram,Tiruvallur,Ambattur,13.1582,80.3018,731,131,186,12,188,184,30,M
600019,Tiruvottiyur,Tiruvallur,Ambattur,13.1582,80.3018,731,131,186,12,188,184,30,M
600019,Kaladipet,Tiruvallur,Ambattur,13.1582,80.3018,731,131,186,12,188,184,30,M
600019,Tiruvottiyur West,Tiruvallur,Tiruvottiyur,13.1582,80.3018,731,131,186,12,188,184,30,M
600019,Tondiarpet Rly Colony,Tiruvallur,Ambattur,13.1582,80.3018,731,131,186,12,188,184,30,M
600019,Tiruvottiyur West,Tiruvallur,Ambattur,13.1582,80.3018,731,131,186,12,188,184,30,M
600037,Mogappair West,Tiruvallur,Ambattur,13.0659,80.2365,731,131,186,12,188,184,30,M
600037,Mogappair,Tiruvallur,Ambattur,13.0659,80.2365,731,131,186,12,188,184,30,M
600049,Villivakkam,Tiruvallur,Ambattur,13.1228,80.1703,731,131,186,12,188,184,30,M
600049,Tirumangalam Road,Tiruvallur,Ambattur,13.1228,80.1703,731,131,186,12,188,184,30,M
600050,Korattur,Tiruvallur,Ambattur,13.1063,80.1734,731,131,186,12,188,184,30,M
600050,Padi,Tiruvallur,Ambattur,13.2431,79.94,731,131,186,12,188,184,30,M
600050,Jagadambigainagar,Tiruvallur,Ambattur,12.9659,79.7332,731,131,186,12,188,184,30,M
600051,Madhavaram Milk Colony,Tiruvallur,Ponneri,13.1501,80.242,731,131,186,12,188,184,30,M
600052,Vilangadupakkam,Tiruvallur,Ponneri,13.1961,80.2156,731,131,186,12,188,184,30,M
600052,Edapalayam,Tiruvallur,Ponneri,12.9674,79.4441,731,131,186,12,188,184,30,M
600052,Vadakarai,Tiruvallur,Ponneri,13.2431,79.94,731,131,186,12,188,184,30,M
600052,Alamathi,Tiruvallur,Ponneri,12.9674,79.4441,731,131,186,12,188,184,30,M
600052,Boochiathipattu,Tiruvallur,Ponneri,12.9674,79.4441,731,131,186,12,188,184,30,M
600052,Redhills,Tiruvallur,Ponneri,12.9674,79.4441,731,131,186,12,188,184,30,M
600052,Pammadukulam,Tiruvallur,Ponneri,12.9674,79.4441,974,41,85,647,78,107,16,F
600052,Padianallur,Tiruvallur,Ambattur,12.9674,79.4441,974,41,85,647,78,107,16,F
600052,Guruvoyal,Tiruvallur,Ponneri,12.9674,79.4441,974,41,85,647,78,107,16,F
600053,Oragadam,Tiruvallur,Ambattur,13.2431,79.94,974,41,85,647,78,107,16,F
600053,Vijayalakshmipuram,Tiruvallur,Ambattur,12.9571,79.9937,974,41,85,647,78,107,16,F
600053,Menambedu,Tiruvallur,Ambattur,13.2431,79.94,974,41,85,647,78,107,16,F
600053,Thiruvengadnagar,Tiruvallur,Ambattur,12.9571,79.9937,974,41,85,647,78,107,16,F
600053,Prithivipakkam,Tiruvallur,Ambattur,12.9571,79.9937,974,41,85,647,78,107,16,F
600053,Ambattur H.O,Tiruvallur,Ambattur,12.9571,79.9937,974,41,85,647,78,107,16,F
600054,Avadi,Tiruvallur,Ambattur,13.2431,79.94,974,41,85,647,78,107,16,F
600054,Avadi Camp H.O,Tiruvallur,Ambattur,13.1147,80.1098,974,41,85,647,78,107,16,F
600054,Cvrde,Tiruvallur,Ambattur,13.1147,80.1098,974,41,85,647,78,107,16,F
600054,Tank Factory Avadi,Tiruvallur,Ambattur,13.1147,80.1098,974,41,85,647,78,107,16,F
600054,Gandhinagar,Tiruvallur,Ambattur,13.1147,80.1098,974,41,85,647,78,107,16,F
600055,Palavedu,Tiruvallur,Poonamallee,13.1547,80.0694,974,41,85,647,78,107,16,F
600055,Pandeeswaram,Tiruvallur,Poonamallee,13.1547,80.0694,974,41,85,647,78,107,16,F
600055,Avadi IAF,Tiruvallur,Ambattur,13.1547,80.0694,974,41,85,647,78,107,16,F
600055,Koduvalli,Tiruvallur,Poonamallee,13.1547,80.0694,974,41,85,647,78,107,16,F
600055,Mittanamalli,Tiruvallur,Poonamallee,13.1547,80.0694,974,41,85,647,78,107,16,F
600055,Morai,Tiruvallur,Poonamallee,13.1547,80.0694,974,41,85,647,78,107,16,F
600055,CRP Camp,Tiruvallur,Ambattur,13.1547,80.0694,974,41,85,647,78,107,16,F
600056,Poonamallee,Tiruvallur,Poonamalee,13.2431,79.94,974,41,85,647,78,107,16,F
600056,Poonamallee East,Tiruvallur,Poonamallee,13.0384,79.8277,974,41,85,647,78,107,16,F
600056,Kattupakkam,Tiruvallur,Poonamallee,13.2431,79.94,974,41,85,647,78,107,16,F
600056,Senneerkuppam,Tiruvallur,Poonamallee,13.0384,79.8277,974,41,85,647,78,107,16,F
600057,Ennore RS,Tiruvallur,Ambattur,13.0252,79.8562,974,41,85,647,78,107,16,F
600057,Kamarajnagar,Tiruvallur,Ponneri,13.0252,79.8562,974,41,85,647,78,107,16,F
600057,Ernavur,Tiruvallur,Ponneri,13.0252,79.8562,974,41,85,647,78,107,16,F
600057,Ennore Thermal Station,Tiruvallur,Ponneri,13.0252,79.8562,731,131,186,12,188,184,30,M
600058,Ambattur Indl Estate,Tiruvallur,Ambattur,13.0252,79.8562,731,131,186,12,188,184,30,M
600058,Athipattu,Tiruvallur,Ambattur,13.0252,79.8562,731,131,186,12,188,184,30,M
600060,Moolakadai,Tiruvallur,Gummidipoondi,13.1269,80.2467,731,131,186,12,188,184,30,M
600060,Madhavaram (Tiruvallur),Tiruvallur,Ponneri,13.1269,80.2467,731,131,186,12,188,184,30,M
600060,Vadaperumbakkam,Tiruvallur,Ambattur,13.1269,80.2467,731,131,186,12,188,184,30,M
600062,Vellanur,Tiruvallur,Poonamallee,13.158,80.1063,731,131,186,12,188,184,30,M
600062,Railway Carshed Complex,Tiruvallur,Poonamallee,13.158,80.1063,731,131,186,12,188,184,30,M
600062,Velnagar Vellanur,Tiruvallur,Avadi,13.158,80.1063,731,131,186,12,188,184,30,M
600062,Senthilnagar,Tiruvallur,Poonamallee,13.158,80.1063,731,131,186,12,188,184,30,M
600062,Kovilpadagai,Tiruvallur,Poonamallee,13.158,80.1063,731,131,186,12,188,184,30,M
600062,Tirumullaivoyal,Tiruvallur,Poonamallee,13.158,80.1063,731,131,186,12,188,184,30,M
600066,Kadirvedu,Tiruvallur,Ambattur,13.0063,79.8869,731,131,186,12,188,184,30,M
600066,Pozhal,Tiruvallur,Ponneri,13.0063,79.8869,731,131,186,12,188,184,30,M
600067,Nayar,Tiruvallur,Ponneri,13.2626,80.2194,731,131,186,12,188,184,30,M
600067,Erumaivettipalayam,Tiruvallur,Ponneri,12.9517,79.6216,731,131,186,12,188,184,30,M
600067,Jagannathapuram,Tiruvallur,Ponneri,13.2431,79.94,731,131,186,12,188,184,30,M
600067,Sholavaram,Tiruvallur,Ponneri,12.9517,79.6216,731,131,186,12,188,184,30,M
600067,Budur,Tiruvallur,Ponneri,13.2431,79.94,731,131,186,12,188,184,30,M
600067,Alinjivakkam,Tiruvallur,Ponneri,13.2737,80.149,731,131,186,12,188,184,30,M
600067,Orakadu,Tiruvallur,Ponneri,12.9517,79.6216,731,131,186,12,188,184,30,M
600068,Manali (Tiruvallur),Tiruvallur,Ambattur,13.0063,79.8869,731,131,186,12,188,184,30,M
600071,Paruthipattu,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600071,Kamarajnagar,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600072,Kolappancheri,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600072,Voyalanallur,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600072,Soranjeri,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600072,Arignar Anna Nagar,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600072,Pattabiram,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600072,Thandarai,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600076,Korattur RS,Tiruvallur,Ambattur,12.9591,80.1436,731,131,186,12,188,184,30,M
600077,Numbal,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600077,Ayapakkam,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600077,Veeraraghavapuram,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600077,Thiruverkadu,Tiruvallur,Poonamallee,12.9591,80.1436,731,131,186,12,188,184,30,M
600087,Valasaravakkam,Tiruvallur,Poonamalee,13.0439,80.1725,731,131,186,12,188,184,30,M
600087,Alwarthirunagar,Tiruvallur,Poonamalee,13.0439,80.1725,731,131,186,12,188,184,30,M
600095,Maduravoyal,Tiruvallur,Poonamalee,13.0675,80.1632,731,131,186,12,188,184,30,M
600095,Vanagaram,Tiruvallur,Poonamallee,13.0675,80.1632,731,131,186,12,188,184,30,M
600095,Ayanambakkam,Tiruvallur,Poonamallee,13.0675,80.1632,731,131,186,12,188,184,30,M
600099,Kolathur,Tiruvallur,Ambattur,13.2431,79.94,731,131,186,12,188,184,30,M
600103,Andarkuppam,Tiruvallur,Ambattur,13.3062,80.1565,731,131,186,12,188,184,30,M
600103,Vichoor,Tiruvallur,Ambattur,13.3062,80.1565,731,131,186,12,188,184,30,M
600103,Manali New Town,Tiruvallur,Gummidipoondi,13.3062,80.1565,731,131,186,12,188,184,30,M
600103,Vellivoyalchavadi,Tiruvallur,Ambattur,13.3062,80.1565,731,131,186,12,188,184,30,M
600107,Nerkundram,Tiruvallur,Chennai Corporation,13.0722,80.2014,731,131,186,12,188,184,30,M
600110,Ponniammanmedu,Tiruvallur,Ambattur,13.13,80.2311,731,131,186,12,188,184,30,M
600120,Vallur,Tiruvallur,Ambattur,13.256,80.2818,731,131,186,12,188,184,30,M
600120,North Chennai Thermal PP,Tiruvallur,Ponneri,13.256,80.2818,731,131,186,12,188,184,30,M
600120,Nandiambakkam,Tiruvallur,Ambattur,13.256,80.2818,731,131,186,12,188,184,30,M
600120,Subbareddypalayam,Tiruvallur,Ambattur,13.256,80.2818,731,131,186,12,188,184,30,M
600123,Sembarambakkam,Tiruvallur,Poonamallee,13.2431,79.94,731,131,186,12,188,184,30,M
600123,Malayambakkam,Tiruvallur,Poonamallee,13.2431,79.94,731,131,186,12,188,184,30,M
600123,Nazarethpettai,Tiruvallur,Poonamallee,13.2431,79.94,731,131,186,12,188,184,30,M
600124,Kuttambakkam,Tiruvallur,Poonamallee,13.2431,79.94,731,131,186,12,188,184,30,M
600124,Nemam,Tiruvallur,Poonamallee,13.2431,79.94,731,131,186,12,188,184,30,M
600124,Thirumushi,Tiruvallur,Poonamallee,12.7207,79.6536,731,131,186,12,188,184,30,M
600124,Puduchatram,Tiruvallur,Poonamallee,12.7207,79.6536,731,131,186,12,188,184,30,M
600124,Udayarkoil,Tiruvallur,Poonamallee,12.7207,79.6536,731,131,186,12,188,184,30,M
600124,Vellavedu,Tiruvallur,Poonamallee,12.7207,79.6536,731,131,186,12,188,184,30,M
600128,Kovur,Tiruvallur,Poonamallee,13.2431,79.94,731,131,186,12,188,184,30,M
601101,Arni CPT,Tiruvallur,Ponneri,13.3364,80.0846,731,131,186,12,188,184,30,M
601101,Rallapadi,Tiruvallur,Ponneri,13.328,80.0695,731,131,186,12,188,184,30,M
601101,Panayancheri,Tiruvallur,Ponneri,13.3364,80.0846,731,131,186,12,188,184,30,M
601101,Pondavakkam,Tiruvallur,Ponneri,13.3448,80.0996,974,41,85,647,78,107,16,F
601102,Majankaranai,Tiruvallur,Uttukottai,13.1879,79.7968,974,41,85,647,78,107,16,F
601102,Vadamadurai,Tiruvallur,Uttukottai,13.2869,80.0405,974,41,85,647,78,107,16,F
601102,Periapalayam,Tiruvallur,Uttukottai,13.1879,79.7968,974,41,85,647,78,107,16,F
601102,Mukkarambakkam,Tiruvallur,Uttukottai,13.3336,80.0149,974,41,85,647,78,107,16,F
601102,Thandalam,Tiruvallur,Uttukottai,13.2431,79.94,974,41,85,647,78,107,16,F
601102,Nelvoy,Tiruvallur,Uttukottai,13.1879,79.7968,974,41,85,647,78,107,16,F
601102,Kannigaipair,Tiruvallur,Uttukottai,13.1879,79.7968,974,41,85,647,78,107,16,F
601103,Meyyur,Tiruvallur,Tiruvallur,13.2425,79.944,974,41,85,647,78,107,16,F
601103,Poorivakkam,Tiruvallur,Tiruvallur,13.1666,79.8187,974,41,85,647,78,107,16,F
601103,Kalpattu,Tiruvallur,Tiruvallur,13.2826,79.9767,974,41,85,647,78,107,16,F
601103,Tirukandalam,Tiruvallur,Tiruvallur,13.1666,79.8187,974,41,85,647,78,107,16,F
601103,Sembedu,Tiruvallur,Tiruvallur,13.2385,79.9939,974,41,85,647,78,107,16,F
601103,Damaraipakkam,Tiruvallur,Tiruvallur,13.1666,79.8187,974,41,85,647,78,107,16,F
601103,Vengal,Tiruvallur,Uttukottai,13.2522,80.0129,974,41,85,647,78,107,16,F
601103,Enambakkam,Tiruvallur,Tiruvallur,13.2878,79.9945,974,41,85,647,78,107,16,F
601103,Velliyur,Tiruvallur,Tiruvallur,13.2431,79.94,974,41,85,647,78,107,16,F
601201,Tervali,Tiruvallur,Gummidipundii,13.4274,80.1388,731,131,186,12,188,184,30,M
601201,Arambakkam,Tiruvallur,Gummidipundi,13.5258,80.071,731,131,186,12,188,184,30,M
601201,Mangavaram,Tiruvallur,Gummidipundi,13.4447,80.1615,731,131,186,12,188,184,30,M
601201,Kallur,Tiruvallur,Gummidipundi,13.2431,79.94,731,131,186,12,188,184,30,M
601201,Sunnambukulam,Tiruvallur,Gummidipundi,13.4873,80.148,731,131,186,12,188,184,30,M
601201,Gummidipundi,Tiruvallur,Gummidipundi,13.4077,80.1088,731,131,186,12,188,184,30,M
601201,Elavur,Tiruvallur,Gummidipundi,13.4782,80.1212,731,131,186,12,188,184,30,M
601201,Sirupulalpettai,Tiruvallur,Gummidipundi,13.3983,80.089,731,131,186,12,188,184,30,M
601201,Podiyarankulam,Tiruvallur,Gummidpundi,13.3974,79.9891,731,131,186,12,188,184,30,M
601201,Devampattu,Tiruvallur,Gummidipundi,13.4517,80.1985,731,131,186,12,188,184,30,M
601201,Spicto Industrial Estate,Tiruvallur,Gummidipoondi,13.3974,79.9891,731,131,186,12,188,184,30,M
601201,Periaobulapuam,Tiruvallur,Gummidipundi,13.3974,79.9891,731,131,186,12,188,184,30,M
601201,Siddharajakandigai,Tiruvallur,Gummidipundi,13.3974,79.9891,731,131,186,12,188,184,30,M
601201,New Gummidipundi,Tiruvallur,Gummidipundi,13.3974,79.9891,731,131,186,12,188,184,30,M
601201,Iguvarpalayam,Tiruvallur,Gummidipundi,13.3974,79.9891,731,131,186,12,188,184,30,M
601201,Edoor,Tiruvallur,Gummidipundi,13.3974,79.9891,731,131,186,12,188,184,30,M
601202,Pallavada,Tiruvallur,Gummidipundi,13.4759,80.0222,731,131,186,12,188,184,30,M
601202,Kannankottai,Tiruvallur,Gummidipundi,13.2431,79.94,731,131,186,12,188,184,30,M
601202,Madarpakkam,Tiruvallur,Gummidipundi,13.4467,80.0054,731,131,186,12,188,184,30,M
601202,Roshanagaram,Tiruvallur,Gummidipundi,13.4394,79.9864,731,131,186,12,188,184,30,M
601202,Manellore,Tiruvallur,Gummidipundi,13.454,80.0047,731,131,186,12,188,184,30,M
601202,Thervoy,Tiruvallur,Gummidipundi,13.454,80.0047,731,131,186,12,188,184,30,M
601202,Thanipoondi,Tiruvallur,Gummidipundi,13.454,80.0047,731,131,186,12,188,184,30,M
601203,Nallur,Tiruvallur,Ponneri,13.2431,79.94,731,131,186,12,188,184,30,M
601203,Jothi Nagar,Tiruvallur,Ponneri,13.1832,80.1329,731,131,186,12,188,184,30,M
601203,Neidavoyal,Tiruvallur,Ponneri,13.3022,80.2733,731,131,186,12,188,184,30,M
601203,Voyalur,Tiruvallur,Ponneri,13.2431,79.94,731,131,186,12,188,184,30,M
601203,Thriuvellavoyal,Tiruvallur,Ponneri,13.1832,80.1329,731,131,186,12,188,184,30,M
601203,Seemapuram South,Tiruvallur,Ponneri,13.1832,80.1329,731,131,186,12,188,184,30,M
601203,Devadanam,Tiruvallur,Ponneri,13.3095,80.2446,731,131,186,12,188,184,30,M
601203,Velur,Tiruvallur,Ponneri,13.3295,80.267,731,131,186,12,188,184,30,M
601203,Anuppampattu,Tiruvallur,Ponneri,13.3018,80.2258,731,131,186,12,188,184,30,M
601203,Minjur,Tiruvallur,Ponneri,13.2795,80.2581,731,131,186,12,188,184,30,M
601203,Kattur,Tiruvallur,Ponneri,13.3553,80.2847,731,131,186,12,188,184,30,M
601204,Medur,Tiruvallur,Ponneri,13.3842,80.2183,731,131,186,12,188,184,30,M
601204,Reddipalayam,Tiruvallur,Ponneri,13.3302,80.1546,731,131,186,12,188,184,30,M
601204,Amoor,Tiruvallur,Ponneri,13.3302,80.1546,731,131,186,12,188,184,30,M
601204,Ponneri,Tiruvallur,Ponneri,13.3387,80.1949,731,131,186,12,188,184,30,M
601204,Panjetti,Tiruvallur,Ponneri,13.2881,80.1512,731,131,186,12,188,184,30,M
601204,Krishnapuram,Tiruvallur,Ponneri,13.2282,79.8743,731,131,186,12,188,184,30,M
601204,Arasur,Tiruvallur,Ponneri,13.3813,80.1899,731,131,186,12,188,184,30,M
601204,Ponneri Public Office,Tiruvallur,Ponneri,13.3302,80.1546,731,131,186,12,188,184,30,M
601204,Aladu,Tiruvallur,Ponneri,13.3328,80.2113,731,131,186,12,188,184,30,M
601204,Perumbedu,Tiruvallur,Ponneri,13.3583,80.2423,731,131,186,12,188,184,30,M
601205,Kolur,Tiruvallur,Ponneri,13.4304,80.2252,731,131,186,12,188,184,30,M
601205,Thirupalavanam,Tiruvallur,Ponneri,13.4233,80.271,731,131,186,12,188,184,30,M
601205,Pulicat,Tiruvallur,Ponneri,13.4161,80.3168,731,131,186,12,188,184,30,M
601206,Puvalambedu,Tiruvallur,Ponneri,13.4077,80.0404,731,131,186,12,188,184,30,M
601206,Puduvoyal,Tiruvallur,Ponneri,13.361,80.1056,731,131,186,12,188,184,30,M
601206,Kilmudalambedu,Tiruvallur,Ponneri,13.3529,80.1205,731,131,186,12,188,184,30,M
601206,Kavarapettai,Tiruvallur,Gummidipoondi,13.3638,80.1411,731,131,186,12,188,184,30,M
601206,Kilikodi,Tiruvallur,Ponneri,13.361,80.1056,731,131,186,12,188,184,30,M
601206,Chinnambedu,Tiruvallur,Ponneri,13.3198,80.1205,731,131,186,12,188,184,30,M
602001,Tiruvallur Nethaji Road,Tiruvallur,Thiruvallur,13.0553,79.906,731,131,186,12,188,184,30,M
602001,Nggo Colony Tiruvallur,Tiruvallur,Thiruvallur,13.0553,79.906,731,131,186,12,188,184,30,M
602001,Tiruvallur H.O,Tiruvallur,Tiruvallur,13.0553,79.906,731,131,186,12,188,184,30,M
602002,Nungambakkam,Tiruvallur,Tiruvallur,13.0667,79.8946,731,131,186,12,188,184,30,M
602002,Polivakkam,Tiruvallur,Tiruvallur,13.0683,79.9153,731,131,186,12,188,184,30,M
602002,Illupur,Tiruvallur,Thiruvallur,13.0553,79.906,731,131,186,12,188,184,30,M
602002,Manavalanagar,Tiruvallur,Tiruvallur,13.0553,79.906,731,131,186,12,188,184,30,M
602002,Sengadu,Tiruvallur,Tiruvallur,13.2431,79.94,731,131,186,12,188,184,30,M
602002,Kilnallathur,Tiruvallur,Tiruvallur,13.0553,79.906,731,131,186,12,188,184,30,M
602002,Melnallathur,Tiruvallur,Tiruvallur,13.0553,79.906,731,131,186,12,188,184,30,M
602003,Kakalur Ind Estate,Tiruvallur,Tiruvallur,13.0553,79.906,731,131,186,12,188,184,30,M
602021,Monnavedu,Tiruvallur,Tiruvallur,13.2144,79.9414,731,131,186,12,188,184,30,M
602021,Thalakancheri,Tiruvallur,Tiruvallur,13.1877,79.946,731,131,186,12,188,184,30,M
602021,Kilanur,Tiruvallur,Tiruvallur,13.1951,79.9607,731,131,186,12,188,184,30,M
602021,Karikalavakkam,Tiruvallur,Tiruvallur,13.1877,79.946,731,131,186,12,188,184,30,M
602021,Ikkadu,Tiruvallur,Thiruvallur,13.1574,79.92,731,131,186,12,188,184,30,M
602021,Perattur,Tiruvallur,Tiruvallur,13.1888,79.9696,731,131,186,12,188,184,30,M
602021,Odikkadu,Tiruvallur,Tiruvallur,13.1828,79.9382,731,131,186,12,188,184,30,M
602023,Neiveli,Tiruvallur,Tiruvallur,13.2431,79.94,731,131,186,12,188,184,30,M
602023,Nambakkam,Tiruvallur,Tiruvallur,13.2378,79.8551,731,131,186,12,188,184,30,M
602023,Poondi,Tiruvallur,Tiurvallur,12.8985,79.8127,731,131,186,12,188,184,30,M
602023,Nelvoy,Tiruvallur,Tiruvallur,12.8985,79.8127,731,131,186,12,188,184,30,M
602023,Devandavakkam,Tiruvallur,Tiruvallur,13.2476,79.918,731,131,186,12,188,184,30,M
602023,Sandarayanpalayam,Tiruvallur,Tiruvallur,12.8985,79.8127,731,131,186,12,188,184,30,M
602023,Pullarambakkam,Tiruvallur,Tiruvallur,13.1685,79.8929,731,131,186,12,188,184,30,M
602023,Timmaboopalapuram,Tiruvallur,Tiruvallur,12.8985,79.8127,731,131,186,12,188,184,30,M
602023,Odappai,Tiruvallur,Tiruvallur,13.23,79.8982,731,131,186,12,188,184,30,M
602023,Vellathukottai,Tiruvallur,Tiruvallur,12.8985,79.8127,731,131,186,12,188,184,30,M
602023,Placepalayam,Tiruvallur,Tiruvallur,12.8985,79.8127,731,131,186,12,188,184,30,M
602023,Allikuzhi,Tiruvallur,Tiruvallur,12.8985,79.8127,731,131,186,12,188,184,30,M
602024,Kottamedu,Tiruvallur,Tiruvallur,13.2431,79.94,731,131,186,12,188,184,30,M
602024,Vadattur,Tiruvallur,Tiruvallur,13.1867,79.9956,731,131,186,12,188,184,30,M
602024,Nemilichery,Tiruvallur,Sriperumbudur,13.0202,80.0441,731,131,186,12,188,184,30,M
602024,Pakkam,Tiruvallur,Tiruvallur,13.1531,80.0247,731,131,186,12,188,184,30,M
602024,Karlapakkam,Tiruvallur,Tiruvallur,13.0202,80.0441,731,131,186,12,188,184,30,M
602024,Lakshipuram,Tiruvallur,Poonamallee,13.0202,80.0441,731,131,186,12,188,184,30,M
602024,Sivanvoyal,Tiruvallur,Tiruvallur,13.0202,80.0441,731,131,186,12,188,184,30,M
602024,Tiruninravur Rs,Tiruvallur,Tiruvallur,13.0202,80.0441,731,131,186,12,188,184,30,M
602024,Komakkambedu,Tiruvallur,Tiruvallur,13.0202,80.0441,731,131,186,12,188,184,30,M
602024,Veppambattu,Tiruvallur,Tiruvallur,13.0202,80.0441,731,131,186,12,188,184,30,M
602024,Perumalpattu,Tiruvallur,Tiruvallur,13.0202,80.0441,731,131,186,12,188,184,30,M
602024,Tiruninravur,Tiruvallur,Tiruvallur,13.0202,80.0441,731,131,186,12,188,184,30,M
602025,Putlur,Tiruvallur,Tiruvallur,13.1128,79.9404,974,41,85,647,78,107,16,F
602025,Kalambakkam,Tiruvallur,Thiruvallur,13.0944,79.9529,974,41,85,647,78,107,16,F
602025,Koppur,Tiruvallur,Tiruvallur,13.076,79.9653,974,41,85,647,78,107,16,F
602025,Papparambakkam,Tiruvallur,Tiruvallur,13.0944,79.9529,974,41,85,647,78,107,16,F
602025,Thozhur,Tiruvallur,Tiruvallur,13.0944,79.9529,974,41,85,647,78,107,16,F
602025,Tirur Cpt,Tiruvallur,Tiruvallur,13.0944,79.9529,974,41,85,647,78,107,16,F
602025,Aranvoyal,Tiruvallur,Tiruvallur,13.0944,79.9529,974,41,85,647,78,107,16,F
602026,Perandur,Tiruvallur,Uttukottai,13.3172,79.9428,974,41,85,647,78,107,16,F
602026,Pondavakkam,Tiruvallur,Uttukottai,13.3107,79.8949,974,41,85,647,78,107,16,F
602026,Palavakkam (TiruvallB.O,Tiruvallur,Tiruvallur,13.31,79.9206,974,41,85,647,78,107,16,F
602026,Mambakkam,Tiruvallur,Uthukkottai,13.3021,79.9242,974,41,85,647,78,107,16,F
602026,Goonipalayam,Tiruvallur,Uttukottai,13.31,79.9206,974,41,85,647,78,107,16,F
602026,Sulaimeni,Tiruvallur,Uttukottai,13.31,79.9206,974,41,85,647,78,107,16,F
602026,Tharakshi,Tiruvallur,Uttukottai,13.31,79.9206,974,41,85,647,78,107,16,F
602026,Pennaluripeta,Tiruvallur,Tiruvallur,13.31,79.9206,974,41,85,647,78,107,16,F
602026,Uttukottai,Tiruvallur,Uttukottai,13.31,79.9206,974,41,85,647,78,107,16,F
602026,Seethanjeri,Tiruvallur,Uttukottai,13.31,79.9206,974,41,85,647,78,107,16,F
602105,Ulundai,Tiruvallur,Thiruvallur,13.0084,79.8978,974,41,85,647,78,107,16,F
602105,Thodukadu,Tiruvallur,Thiruvallur,12.9191,79.8125,974,41,85,647,78,107,16,F
631201,Arungolam,Tiruvallur,Tirutani,12.9783,79.6172,974,41,85,647,78,107,16,F
631201,Nemili,Tiruvallur,Tirutani,13.2431,79.94,974,41,85,647,78,107,16,F
631201,Chivada,Tiruvallur,Tirutani,12.9783,79.6172,974,41,85,647,78,107,16,F
631202,Kodivalasa,Tiruvallur,Tirutani,13.2547,79.4249,974,41,85,647,78,107,16,F
631202,Balakrishnapuram,Tiruvallur,Tirutani,13.2134,79.4472,974,41,85,647,78,107,16,F
631202,Athimanjeri,Tiruvallur,Tirutani,13.2535,79.445,974,41,85,647,78,107,16,F
631202,Konasamudram,Tiruvallur,Tirutani,13.2721,79.4592,974,41,85,647,78,107,16,F
631202,Karlambakkam,Tiruvallur,Tirutani,13.2684,79.4396,974,41,85,647,78,107,16,F
631202,Nochili,Tiruvallur,Tirutani,13.2535,79.445,974,41,85,647,78,107,16,F
631202,Athimanjeripeta,Tiruvallur,Tirutani,13.2535,79.445,974,41,85,647,78,107,16,F
631203,Pandur,Tiruvallur,Tiruvallur,13.1556,79.8488,974,41,85,647,78,107,16,F
631203,Vidaiyur,Tiruvallur,Tiruvallur,13.1146,79.8605,974,41,85,647,78,107,16,F
631203,Selai,Tiruvallur,Tiruvallur,13.1209,79.8909,974,41,85,647,78,107,16,F
631203,Tirupasur,Tiruvallur,Tiruvallur,13.1146,79.8605,974,41,85,647,78,107,16,F
631203,Pudumavilangai,Tiruvallur,Tiruvallur,13.0737,79.8487,974,41,85,647,78,107,16,F
631203,Pattaraiperumbudur,Tiruvallur,Tiruvallur,13.1146,79.8605,731,131,186,12,188,184,30,M
631203,Kadambathur,Tiruvallur,Tiruvallur,13.1146,79.8605,731,131,186,12,188,184,30,M
631203,Senji,Tiruvallur,Tiruvallur,13.0836,79.828,731,131,186,12,188,184,30,M
631203,Kaivandur,Tiruvallur,Thiruvallur,13.1445,79.8584,731,131,186,12,188,184,30,M
631203,Egattur,Tiruvallur,Tiruvallur,13.1094,79.8884,731,131,186,12,188,184,30,M
631204,Illuppur,Tiruvallur,Tiruttani,13.2431,79.94,731,131,186,12,188,184,30,M
631204,Kanchipadi,Tiruvallur,Tiruttani,13.0866,79.511,731,131,186,12,188,184,30,M
631204,Muthukondapuram,Tiruvallur,Tiruttani,13.0866,79.511,731,131,186,12,188,184,30,M
631204,Ramapuram,Tiruvallur,Tiruttani,13.1536,79.4209,731,131,186,12,188,184,30,M
631204,Nedambaram,Tiruvallur,Tiruttani,13.0866,79.511,731,131,186,12,188,184,30,M
631204,Ramanjeri,Tiruvallur,Tiruttani,13.2005,79.7931,731,131,186,12,188,184,30,M
631204,Arcot,Tiruvallur,Tiruttani,13.2431,79.94,731,131,186,12,188,184,30,M
631204,Nabalur,Tiruvallur,Tiruttani,13.0866,79.511,731,131,186,12,188,184,30,M
