zip_code,place,county,community,latitude,longitude
627857,Serndamangalam,Tirunelveli,Sankarankovil,8.7987,77.542
627858,Sundapandiapuram,Tirunelveli,Tenkasi,9.0209,77.5591
627859,Surandai,Tirunelveli,Virakeralampudur,8.9757,77.4192
627860,Melamarudappapuram,Tirunelveli,Virakeralampudur,8.3718,77.9141
627861,Vadi,Tirunelveli,Virakeralampudur,8.7987,77.542
627862,Ariyanayagipuram,Tirunelveli,Sankarankovil,8.3718,77.9141
627951,Devarkulam,Tirunelveli,Sankarankovil,8.9619,77.6356
627953,Melanilithanallur,Tirunelveli,Sankarankovil,8.9619,77.6356
629001,Nagercoil Town,Kanyakumari,Agastheeswaram,8.1519,77.5585
629002,Kottar,Kanyakumari,Agastheeswaram,8.1733,77.4377
629003,Vetturnimadam,Kanyakumari,Agastheeswaram,8.1671,77.465
629004,Nagercoil Industrial Estate,Kanyakumari,Agastheeswaram,8.1671,77.465
629101,Alancholai,Kanyakumari,Vilavancode,8.4393,77.3313
629102,Kodayarkilthangal,Kanyakumari,Kalkulam,8.4393,77.3313
629151,Arumanai,Kanyakumari,Kalkulam,8.367,77.2433
629152,Vellachiparai,Kanyakumari,Vilavancode,8.8335,77.3921
629153,Kaliakkavilai,Kanyakumari,Vilavancode,8.8335,77.3921
629154,Kanjampuram,Kanyakumari,Vilavancode,8.8335,77.3921
629155,Kanjiracode,Kanyakumari,Vilavancode,8.8335,77.3921
629156,Kappiyarai,Kanyakumari,Vilavancode,8.8335,77.3921
629157,Pottetty,Kanyakumari,Vilavancode,10.3953,77.8671
629158,Kannanore,Kanyakumari,Kalkulam,8.8335,77.3921
629159,Alanchi,Kanyakumari,Kalkulam,8.1972,77.2358
629160,Kollangodu,Kanyakumari,Vilavancode,8.3099,77.2568
629161,Kulasekharam,Kanyakumari,Kalkulam,8.3632,77.2978
629162,Kappukadu,Kanyakumari,Vilavancode,8.3099,77.2568
629163,Kuzhithurai,Kanyakumari,Vilavancode,8.3179,77.1919
629164,Manalikarai,Kanyakumari,Kalkulam,8.2922,77.3215
629165,Gnaramvilai,Kanyakumari,Vilavancode,8.3081,77.2214
629166,Mekkamandapam,Kanyakumari,Kalkulam,8.3099,77.2568
629167,Mulagumoodu,Kanyakumari,Kalkulam,8.3099,77.2568
629168,Pacode,Kanyakumari,Vilavancode,8.3099,77.2568
629169,Palliyadi,Kanyakumari,Kalkulam,8.2683,77.2513
629170,Alampara,Kanyakumari,Vilavancode,8.3403,77.3452
629171,Munchirai,Kanyakumari,Vilavancode,8.3403,77.3452
629172,Methukummal,Kanyakumari,Vilavancode,8.3403,77.3452
629173,Thengapattanam,Kanyakumari,Vilavancode,8.3403,77.3452
629174,Thiruvithancode,Kanyakumari,Kalkulam,8.3403,77.3452
629175,Puliyurkurichi,Kanyakumari,Kalkulam,8.3069,77.3614
629176,Thuthur,Kanyakumari,Vilavancode,8.3403,77.3452
629177,Tiruvattar,Kanyakumari,Kalkulam,8.3307,77.2673
629178,Mangalakunnu,Kanyakumari,Vilavancode,8.3403,77.3452
629179,Unnamalakada,Kanyakumari,Vilavancode,8.3403,77.3452
629180,Kumaracoil,Kanyakumari,Kalkulam,8.2215,77.3611
629193,Keezhkulam,Kanyakumari,Vilavancode,8.4393,77.3313
629201,Santhapuram,Kanyakumari,Agastheeswaram,8.1256,77.3203
629202,Azhikkal,Kanyakumari,Kalkulam,8.1256,77.3203
629203,Friday Market,Kanyakumari,Kalkulam,8.1256,77.3203
629204,Kalpadi,Kanyakumari,Kalkulam,8.3069,77.3614
629251,Colachel,Kanyakumari,Kalkulam,8.1794,77.2582
629252,Manavalakurichi,Kanyakumari,Kalkulam,8.1478,77.3055
629301,Kumarapuram,Kanyakumari,Agastheeswaram,8.1769,77.5047
629302,Madavalayam,Kanyakumari,Thovala,8.2278,77.4825
629401,James Town,Kanyakumari,Agastheeswaram,8.1519,77.5585
629402,Eraviputhur,Kanyakumari,,8.1512,77.5345
629403,Kulasekharapuram,Kanyakumari,Agasteeswaram,8.1437,77.4957
629501,Mangavilai,Kanyakumari,Agastheeswaram,8.115,77.41
629502,Ganapathipuram,Kanyakumari,Agastheeswaram,8.3069,77.3614
629601,Pallam,Kanyakumari,Agastheeswaram,8.0991,77.4344
629602,Melamanakudy,Kanyakumari,Agastheeswaram,8.0991,77.4344
629701,Agasteeswaram,Kanyakumari,Agastheeswaram,8.1546,77.493
629702,Leepuram,Kanyakumari,Agastheeswaram,8.0997,77.5411
629703,Kottaram,Kanyakumari,Agastheeswaram,8.2081,77.4503
629704,Terur,Kanyakumari,Agasteeswaram,8.1733,77.4651
629801,Vembanur,Kanyakumari,Kalkulam,8.3069,77.3614
629802,Lekshmipuram,Kanyakumari,Kalkulam,8.202,77.3469
629803,Bethelpuram,Kanyakumari,Kalkulam,8.202,77.3469
629804,Thickanamcode,Kanyakumari,Kalkulam,8.202,77.3469
629809,Karankad,Kanyakumari,Kalkulam,8.2011,77.3461
629810,Kandanvilai,Kanyakumari,Kalkulam,8.2068,77.3281
629851,Thadikarankonam,Kanyakumari,Thovala,8.3113,77.4262
629852,Isanthimangalam,Kanyakumari,Thovalai,8.3113,77.4262
629901,Erachakulam,Kanyakumari,Thovalai,8.231,77.4331
635111,Bommahalli,Dharmapuri,Palakkodu,12.3114,78.1709
635201,Bendrahalli,Dharmapuri,Dharmapuri,12.2642,78.3223
635202,Pulidikarai,Dharmapuri,Dharmapuri,12.2033,78.2735
635205,Kovilur,Dharmapuri,Palakkodu,12.0969,78.1958
635301,Regadahalli,Dharmapuri,Pappireddipatti,12.0198,78.2603
635302,Kurubarahalli,Dharmapuri,Pappireddipatti,12.044,78.3595
635303,Maniyambadi,Dharmapuri,Pappireddipatti,12.1225,78.2834
635305,Gobichettipalayam,Dharmapuri,Harur,12.0969,78.1958
636352,Kammampatti,Dharmapuri,Dharmapuri,11.9068,77.9945
636701,Hale Dharmapuri,Dharmapuri,Dharmapuri,12.1588,78.1636
636704,Settikarai,Dharmapuri,Dharmapuri,12.1373,78.1869
636705,Vennampatti,Dharmapuri,Dharmapuri,12.0969,78.1958
636803,Makkanur,Dharmapuri,Dharmapuri,12.0969,78.1958
636804,Mademangalam,Dharmapuri,Dharmapuri,12.075,78.1525
636805,Mahendramangalam,Dharmapuri,Palacode,12.4121,78.0629
636806,Marandahalli,Dharmapuri,Palacode,12.3883,78.0032
636807,Balajangamanahalli,Dharmapuri,Dharmapuri,12.0666,78.0849
636808,Sunnampatti,Dharmapuri,Palacode,12.0969,78.1958
636809,Palavadi,Dharmapuri,Pennagaram,12.182,78.0649
636810,Senganur,Dharmapuri,Pennagaram,12.092,77.9051
636811,Perumbalai,Dharmapuri,Pennagaram,11.9635,77.9375
636812,Nammanadahalli,Dharmapuri,Palacode,12.0782,77.9422
636813,Biliyanur Agraharam,Dharmapuri,Pennagaram,12.1341,77.9743
636902,Mobiripatti,Dharmapuri,Harur,12.0718,78.4751
636903,Kalasapadi,Dharmapuri,Harur,12.0969,78.1958
636904,Menisi,Dharmapuri,Pappireddipatti,11.9759,78.3647
636905,Venkatasamudram,Dharmapuri,Pappireddipatti,11.9277,78.3488
635001,Dowlatabad,Krishnagiri,Krishnagiri,12.5758,78.2512
635002,Peddanapalli,Krishnagiri,Krishnagiri,12.5914,78.2487
635101,Kurumpatti,Krishnagiri,Krishnagiri,12.489,78.0327
635102,Urigam,Krishnagiri,Denkanikotta,12.3065,77.617
635103,Baliganapalli,Krishnagiri,Hosur,12.8738,77.9266
635104,Venkatasamudram,Krishnagiri,Pochampalli,12.4949,78.3917
635105,Gudisadanapalli,Krishnagiri,Hosur,12.8097,78.0456
635106,Bannihalli,Krishnagiri,Krishnagiri,12.3923,78.1813
635107,Bikkanapalli,Krishnagiri,Denkanikotta,12.4387,77.7946
635108,Kandikuppam,Krishnagiri,Krishnagiri,12.5456,78.3098
635109,Venkatesapuram,Krishnagiri,Hosur,12.6133,77.9667
635110,Nagondapalli,Krishnagiri,Hosur,12.6682,77.784
635112,Thimmapuram,Krishnagiri,Krishnagiri,12.489,78.0327
635113,Nagamangalam,Krishnagiri,Denkanikotta,12.5668,77.9398
635114,Saragapalli,Krishnagiri,Hosur,12.6126,77.7487
635115,Kodipalli,Krishnagiri,Krishnagiri,12.6215,78.1913
635116,Odayandahalli,Krishnagiri,Denkanikotta,12.4875,78.0218
635117,Peddachigaralapalli,Krishnagiri,Hosur,12.7481,78.031
635118,Gummalapuram,Krishnagiri,Denkanikotta,12.6549,77.6663
635119,Uddanapalli,Krishnagiri,Hosur,12.6082,77.9376
635120,Naralapalli,Krishnagiri,Krishnagiri,12.6485,78.2423
635121,Kottur,Krishnagiri,Krishnagiri,12.602,78.2801
635122,Moramadugu,Krishnagiri,Krishnagiri,12.4818,78.1222
635123,Papparapatti,Krishnagiri,Pochampalli,12.2794,78.2672
635124,Belathur,Krishnagiri,Hosur,12.5786,78.1851
635126,Begepalli,Krishnagiri,Hosur,12.7879,77.8019
635130,Doripalli,Krishnagiri,Hosur,12.7172,77.9673
635203,Kavandanur,Krishnagiri,Pochampalli,12.3698,78.435
635204,Velampatti,Krishnagiri,Pochampalli,12.203,78.4164
635206,Mahadevagollahalli,Krishnagiri,Pochampalli,12.3999,78.3448
635207,Marampatti,Krishnagiri,Uttangarai,12.2766,78.5739
635304,Anandur,Krishnagiri,Uttangarai,12.2616,78.3755
635306,Kodamandapatti,Krishnagiri,Uttangarai,12.489,78.0327
635307,Mittapalli,Krishnagiri,Uttangarai,12.5293,78.3101
641001,Coimbatore Bazaar,Coimbatore,Coimbatore South,10.9214,77.3026
641002,Rathinasabapathy Puram H.O,Coimbatore,Coimbatore South,10.9214,77.3026
641003,Lawley Road,Coimbatore,Coimbatore South,10.9214,77.3026
641004,Peelamedu,Coimbatore,Coimbatore South,11.0333,77
641005,Singanallur,Coimbatore,Coimbatore South,10.999,77.0324
641006,Krishnarayapuram,Coimbatore,Coimbatore North,10.8911,77.0331
641007,Vedapatti,Coimbatore,Coimbatore South,10.8745,76.9756
641008,Kuniamuthur,Coimbatore,Coimbatore South,10.9214,77.3026
641009,Ramnagar Coimbatore,Coimbatore,Coimbatore South,10.9214,77.3026
641010,Madampatti,Coimbatore,Coimbatore South,10.9681,76.8612
641011,Saibaba Mission,Coimbatore,Coimbatore North,11.0167,76.9707
641012,Tatabad,Coimbatore,Coimbatore South,11.0167,76.9707
641013,Govt.College Of Technology,Coimbatore,Coimbatore South,11.0167,76.9707
641014,Coimbatore Tidel Park,Coimbatore,Coimbatore,11.0167,76.9707
641015,Uppilipalayam,Coimbatore,Coimbatore South,11.0167,76.9707
641016,Ondipudur,Coimbatore,Coimbatore South,11.0047,77.0493
641017,Pannimadai,Coimbatore,Coimbatore North,11.0823,76.9164
641018,Coimbatore Central,Coimbatore,Coimbatore South,11.0167,76.9707
641019,Coimbatore Press Colony,Coimbatore,Coimbatore North,11.0167,76.9707
641020,Sri Ramakrishna Vidyalaya,Coimbatore,Coimbatore North,11.0386,76.9807
641021,Eachanari,Coimbatore,Coimbatore South,11.0386,76.9807
641022,Idigarai,Coimbatore,Coimbatore North,11.1184,76.969
641023,Podanur,Coimbatore,Coimbatore South,10.9588,76.9924
641024,Sundarapuram,Coimbatore,Coimbatore South,11.0386,76.9807
641025,Edayarpalayam,Coimbatore,Coimbatore North,11.0386,76.9807
641026,Komarapalayam Coimbatore,Coimbatore,Coimbatore South,11.0386,76.9807
641027,Rathinapuri,Coimbatore,Coimbatore North,11.0386,76.9807
641028,Sowripalayam,Coimbatore,Coimbatore South,11.0386,76.9807
641029,Vellakinar,Coimbatore,Coimbatore North,11.0386,76.9807
641030,Kavundampalayam,Coimbatore,Coimbatore North,10.8745,76.9756
641031,Narasimhanaickenpalayam,Coimbatore,Coimbatore North,11.1173,76.9363
641032,Othakkalmandapam,Coimbatore,Coimbatore South,10.8423,77.0079
641033,Neelikonampalayam,Coimbatore,Coimbatore South,11.0329,77.2503
641034,Tudiyalur,Coimbatore,Coimbatore North,11.0816,76.9446
641035,Saravanampatti,Coimbatore,Coimbatore South,10.8745,76.9756
641036,Nanjundapuram,Coimbatore,Coimbatore South,11.1173,77.0488
641037,Pappanaickenpalayam,Coimbatore,Coimbatore South,11.0329,77.2503
641038,Kuppakonanpudur,Coimbatore,Coimbatore North,11.0329,77.2503
641039,Telungupalayam,Coimbatore,Coimbatore South,11.0329,77.2503
641040,Subramaniapuram.,Coimbatore,,10.9111,77.0415
641041,Vadavalli,Coimbatore,Coimbatore,10.88,77.1539
641042,Kovaipudur,Coimbatore,Coimbatore South,10.9421,76.929
641043,Sahs College,Coimbatore,Coimbatore North,10.9111,77.0415
641044,Siddhapudur,Coimbatore,Coimbatore South,10.9111,77.0415
641045,Puliyakulam,Coimbatore,Coimbatore South,10.9111,77.0415
641046,Marudamalai,Coimbatore,Coimbatore North,10.9111,77.0415
641047,Gudalur-coimbatore,Coimbatore,Coimbatore North,10.9111,77.0415
641048,Kalapatti,Coimbatore,Coimbatore South,10.9111,77.0415
641049,Chinnavedampatti,Coimbatore,Coimbatore North,10.9111,77.0415
641050,Malumichampatti,Coimbatore,Coimbatore,10.9996,77.1255
641062,Nilambur,Coimbatore,Coimbatore South,11.059,77.0838
641101,Tenkarai,Coimbatore,Coimbatore North,10.8745,76.9756
641103,Irugur,Coimbatore,Palladam,11.0178,77.0629
641104,Marudur,Coimbatore,Mettupalayam,11.2346,76.9064
641105,Madukkarai,Coimbatore,Coimbatore South,10.9057,76.9634
641107,Ganesapuram,Coimbatore,Coimbatore South,10.8745,76.9756
641108,Anaikatti,Coimbatore,Coimbatore North,11.1162,76.7549
641109,Devarayapuram,Coimbatore,Coimbatore South,10.7601,76.9916
641110,Vellamadai,Coimbatore,Coimbatore North,11.1623,76.9973
641111,Vellalore,Coimbatore,Coimbatore South,10.9775,77.026
641112,Ettimadai,Coimbatore,Coimbatore South,10.8911,76.9087
641113,Medur,Coimbatore,Mettupalayam,10.8745,76.9756
641114,Semmedu,Coimbatore,Coimbatore North,10.9562,76.7594
641201,Chettipalayam,Coimbatore,Coimbatore South,10.9125,77.037
641202,Mettubavi,Coimbatore,Pollachi,10.8404,77.122
641301,Mettupalayam Bazaar,Coimbatore,Mettupalayam,11.4579,77.5996
641302,Sirumugai,Coimbatore,Mettupalayam,11.3214,77.0052
641305,Mahadevapuram,Coimbatore,Mettupalayam,10.8745,76.9756
641401,Kadampadi,Coimbatore,Palladam,10.8745,76.9756
641402,Sulur,Coimbatore,Mettupalayam,11.0243,77.1257
641407,Arasur,Coimbatore,Palladam,11.0866,77.1146
641601,Tirupur H.O,Coimbatore,Tirupur,11.0099,77.3289
641602,Pn Road,Coimbatore,Tiruppur,11.0099,77.3289
641603,Sirupuluvapatti,Coimbatore,Tiruppur,10.8745,76.9756
641604,Maruduraiyanvalasu,Coimbatore,Tiruppur,10.8745,76.9756
641606,Muthanampalayam,Coimbatore,Tirupur,10.8892,77.2168
641652,15 Velampalayam,Coimbatore,Tiruppur,11.1657,77.3712
641653,Nagammapudur,Coimbatore,Mettupalayam,11.2319,77.1157
641654,Palangarai,Coimbatore,Avanashi,10.8745,76.9756
641655,Pappankulam,Coimbatore,Avanashi,10.8745,76.9756
641658,Karadibavi,Coimbatore,Palladam,10.8745,76.9756
641659,Chennappachettipudur,Coimbatore,Mettupalayam,11.16,77.1154
641662,Sukkampalayam,Coimbatore,Palladam,10.8745,76.9756
641663,Samalapuram,Coimbatore,Tiruppur,10.8745,76.9756
641664,Naranapuram,Coimbatore,Palladam,11.1508,77.0559
641665,Alagumalai,Coimbatore,Tiruppur,10.8745,76.9756
641666,Perumanallur,Coimbatore,Tirupur,10.8745,76.9756
641667,Doddampatti,Coimbatore,Palladam,10.8745,76.9756
641668,Somanur,Coimbatore,Mettupalayam,11.0845,77.1891
641669,Chandrapuram,Coimbatore,Palladam,11.1697,77.1297
641670,Karavalur,Coimbatore,Mettupalayam,10.8745,76.9756
641671,Kammalapatti,Coimbatore,Palladam,10.8489,77.2473
641687,Andipalayam,Coimbatore,Tiruppur,10.8745,76.9756
641697,Pogalur,Coimbatore,Avanashi,10.8745,76.9756
642001,Gandhi Market (Coimbatore),Coimbatore,Pollachi,10.6498,77
642002,Mahalinga Puram,Coimbatore,Pollachi,10.6498,77
642003,Unjavelampatti,Coimbatore,Pollachi,10.6605,77.0533
642004,Akilandapuram,Coimbatore,Pollachi,10.6237,76.9631
642005,Devambadi,Coimbatore,Pollachi,10.6903,76.9075
642006,Suleeswaran Patti,Coimbatore,Pollachi,10.6498,77
642007,Angalakurichi,Coimbatore,Pollachi,10.6498,77
642101,Aliyar Nagar,Coimbatore,Pollachi,10.3341,77.2037
642102,Amaravathi Nagar,Coimbatore,Udamalpet,10.4348,77.2914
642103,Marappagoundenpudur,Coimbatore,Pollachi,10.3341,77.2037
642104,Anaimalai,Coimbatore,Pollachi,10.583,76.9344
642105,Mount Stuart,Coimbatore,Valparai,10.3341,77.2037
642106,Cinchona East,Coimbatore,Valparai,10.3341,77.2037
642107,Gomangalam,Coimbatore,Udamalpet,10.6336,77.1611
642108,Paralai,Coimbatore,Valparai,10.3341,77.2037
642109,Sokkanur,Coimbatore,Pollachi,10.8745,76.9756
642110,Devarayapuram,Coimbatore,Pollachi,10.7601,76.9916
642111,Krishnapuram (Coimbatore),Coimbatore,Udamalpet,11.0299,76.9632
642112,Jallipatti,Coimbatore,Udamalpet,11.0299,76.9632
642114,Malayandipattinam,Coimbatore,Pollachi,11.0299,76.9632
642117,Nallamudi,Coimbatore,Valparai,11.0299,76.9632
642120,Virugalpatti,Coimbatore,Pollachi,10.8745,76.9756
642122,Pulankinar,Coimbatore,Udamalpet,10.8745,76.9756
642123,Thondamuthur,Coimbatore,Pollachi,10.9908,76.8418
642125,Sholayar Nagar,Coimbatore,Valparai,10.7456,77.1038
642126,Eripalayam,Coimbatore,Udumalaipettai,10.7456,77.1038
642127,Urulikkal,Coimbatore,Valparai,10.3269,76.9512
642128,Venkatesa Mills,Coimbatore,Udumalaipettai,10.7456,77.1038
642129,Vettaikaran Pudur,Coimbatore,Pollachi,10.7456,77.1038
642130,Vellamalai,Coimbatore,Valparai,10.8745,76.9756
642132,Valavadi,Coimbatore,Udumalaipettai,10.5195,76.9127
642133,Sarkarpathi,Coimbatore,Udumalaipettai,10.4814,76.8698
642134,Somandurai,Coimbatore,Pollachi,10.5691,76.9894
642154,Pukkulam,Coimbatore,Udamalpet,10.8745,76.9756
642201,Gudimangalam,Coimbatore,Udamalpet,10.8745,76.9756
642202,Sirukalandai,Coimbatore,Pollachi,10.7794,77.1264
642203,Vedapatti,Coimbatore,Udamalpet,10.8745,76.9756
642204,Pappankulam,Coimbatore,Udamalpet,10.8745,76.9756
642205,Ammapatti,Coimbatore,Udumalaipettai,10.7201,76.9582
642207,Ravanapuram,Coimbatore,Udamalpet,10.8745,76.9756
