zip_code,place,county,community,latitude,longitude
600019,Tiruvottiyur West,Tiruvallur,Ambattur,13.1582,80.3018
600037,Mogappair,Tiruvallur,Ambattur,13.0659,80.2365
600049,Villivakkam,Tiruvallur,Ambattur,13.1228,80.1703
600050,Korattur,Tiruvallur,Ambattur,13.1063,80.1734
600051,Madhavaram Milk Colony,Tiruvallur,Ponneri,13.1501,80.242
600052,Guruvoyal,Tiruvallur,Ponneri,12.9674,79.4441
600053,Ambattur H.O,Tiruvallur,Ambattur,12.9571,79.9937
600054,Avadi,Tiruvallur,Ambattur,13.2431,79.94
600055,Palavedu,Tiruvallur,Poonamallee,13.1547,80.0694
600056,Poonamallee,Tiruvallur,Poonamalee,13.2431,79.94
600057,Ennore RS,Tiruvallur,Ambattur,13.0252,79.8562
600058,Ambattur Indl Estate,Tiruvallur,Ambattur,13.0252,79.8562
600060,Vadaperumbakkam,Tiruvallur,Ambattur,13.1269,80.2467
600062,Vellanur,Tiruvallur,Poonamallee,13.158,80.1063
600066,Kadirvedu,Tiruvallur,Ambattur,13.0063,79.8869
600067,Orakadu,Tiruvallur,Ponneri,12.9517,79.6216
600068,Manali (Tiruvallur),Tiruvallur,Ambattur,13.0063,79.8869
600071,Kamarajnagar,Tiruvallur,Poonamallee,12.9591,80.1436
600072,Kolappancheri,Tiruvallur,Poonamallee,12.9591,80.1436
600076,Korattur RS,Tiruvallur,Ambattur,12.9591,80.1436
600077,Numbal,Tiruvallur,Poonamallee,12.9591,80.1436
600087,Alwarthirunagar,Tiruvallur,Poonamalee,13.0439,80.1725
600095,Maduravoyal,Tiruvallur,Poonamalee,13.0675,80.1632
600099,Kolathur,Tiruvallur,Ambattur,13.2431,79.94
600103,Andarkuppam,Tiruvallur,Ambattur,13.3062,80.1565
600107,Nerkundram,Tiruvallur,Chennai Corporation,13.0722,80.2014
600110,Ponniammanmedu,Tiruvallur,Ambattur,13.13,80.2311
600120,Vallur,Tiruvallur,Ambattur,13.256,80.2818
600123,Nazarethpettai,Tiruvallur,Poonamallee,13.2431,79.94
600124,Kuttambakkam,Tiruvallur,Poonamallee,13.2431,79.94
600128,Kovur,Tiruvallur,Poonamallee,13.2431,79.94
601101,Pondavakkam,Tiruvallur,Ponneri,13.3448,80.0996
601102,Majankaranai,Tiruvallur,Uttukottai,13.1879,79.7968
601103,Velliyur,Tiruvallur,Tiruvallur,13.2431,79.94
601201,Tervali,Tiruvallur,Gummidipundii,13.4274,80.1388
601202,Thanipoondi,Tiruvallur,Gummidipundi,13.454,80.0047
601203,Nallur,Tiruvallur,Ponneri,13.2431,79.94
601204,Perumbedu,Tiruvallur,Ponneri,13.3583,80.2423
601205,Kolur,Tiruvallur,Ponneri,13.4304,80.2252
601206,Chinnambedu,Tiruvallur,Ponneri,13.3198,80.1205
602001,Tiruvallur Nethaji Road,Tiruvallur,Thiruvallur,13.0553,79.906
602002,Melnallathur,Tiruvallur,Tiruvallur,13.0553,79.906
602003,Kakalur Ind Estate,Tiruvallur,Tiruvallur,13.0553,79.906
602021,Monnavedu,Tiruvallur,Tiruvallur,13.2144,79.9414
602023,Allikuzhi,Tiruvallur,Tiruvallur,12.8985,79.8127
602024,Kottamedu,Tiruvallur,Tiruvallur,13.2431,79.94
602025,Aranvoyal,Tiruvallur,Tiruvallur,13.0944,79.9529
602026,Perandur,Tiruvallur,Uttukottai,13.3172,79.9428
602105,Thodukadu,Tiruvallur,Thiruvallur,12.9191,79.8125
631201,Arungolam,Tiruvallur,Tirutani,12.9783,79.6172
631202,Athimanjeripeta,Tiruvallur,Tirutani,13.2535,79.445
631203,Pandur,Tiruvallur,Tiruvallur,13.1556,79.8488
631204,Kanakammachatram,Tiruvallur,Tirutani,13.0866,79.511
631205,Mambakkam,Tiruvallur,Tiruttani,13.1433,79.5516
631206,Madduru,Tiruvallur,Tirutani,13.2279,79.5156
631207,Pallipat,Tiruvallur,Pallipattu,13.3386,79.4449
631208,Pettaikandigai,Tiruvallur,Pallipat,13.2769,79.4951
631209,Pattabiramapuram,Tiruvallur,Tiruttani,13.1834,79.6329
631210,Peddakalakattur,Tiruvallur,Tiruttani,13.0825,79.7388
631211,Karthikeyapuram,Tiruvallur,Tirutani,13.0989,79.7233
631212,Nallathur,Tiruvallur,Tirutani,13.0989,79.7233
631213,Ponpadi,Tiruvallur,Tirutani,13.2303,79.5986
631301,Thyagapuram,Tiruvallur,Pallipattu,13.1456,79.3701
631302,Rangapuram,Tiruvallur,Pallipat,13.1448,79.3977
631303,Veeranathur,Tiruvallur,Tirutani,13.1426,79.4577
631304,Vanganur,Tiruvallur,Tirutani,13.1829,79.4553
631402,Kondancheri,Tiruvallur,Sriperumbudur,13.0493,79.8474
600001,Chennai G.P.O.,Chennai,Chennai,13.0914,80.2828
600002,Madras Electricity System,Chennai,Chennai,13.0744,80.2714
600003,Park Town H.O,Chennai,Tondiarpet Fort St George,13.0754,80.2737
600004,Mandaveli,Chennai,Chennai,13.0754,80.2737
600005,Chepauk,Chennai,Chennai,13.0594,80.2789
600006,Teynampet West,Chennai,Chennai,13.0754,80.2737
600007,Vepery,Chennai,Perambur Purasawalkam,13.0847,80.2675
600008,Egmore,Chennai,Perambur Purasawalkam,13.0717,80.2556
600009,Fort St George,Chennai,Tondiarpet Fort St George,13.0754,80.2737
600010,Kilpauk,Chennai,Perambur Purasawalkam,13.08,80.2408
600011,Perambur North,Chennai,Perambur Purasawalkam,13.1103,80.2425
600012,Venkatesapuram,Chennai,Perambur Purasawalkam,13.0647,80.2523
600013,Rayapuram,Chennai,Egmore Nungambakkam,13.1141,80.2947
600014,Royapettah,Chennai,Chennai,13.0506,80.2642
600015,Guindy North,Chennai,Chennai City Corporation,13.1096,80.2146
600017,Thygarayanagar H.O,Chennai,Chennai,13.1096,80.2146
600018,Teynampet,Chennai,Chennai,13.0433,80.2528
600020,Shastri Nagar (Chennai),Chennai,Chennai City Corporation,12.9967,80.2603
600021,Washermanpet East,Chennai,Tondiarpet Fort St George,13.121,80.285
600022,Rajbhavan (Chennai),Chennai,Chennai City Corporation,13.0484,80.2473
600023,Aynavaram,Chennai,Perambur Purasawalkam,13.0484,80.2473
600024,Kodambakkam,Chennai,Chennai City Corporation,13.0481,80.2214
600025,Engineering College (Chennai),Chennai,Chennai City Corporation,13.0484,80.2473
600026,Vadapalani,Chennai,Chennai City Corporation,13.0511,80.2125
600028,Raja Annamalaipuram,Chennai,Chennai City Corporation,13.025,80.2575
600030,Aminjikarai,Chennai,Egmore Nungambakkam,13.0739,80.2244
600031,Chetput,Chennai,Egmore Nungambakkam,13.07,80.2408
600032,Ekkaduthangal,Chennai,Chennai City Corporation,13.0659,80.2365
600033,West Mambalam,Chennai,Chennai City Corporation,13.0389,80.2258
600034,Nungambakkam,Chennai,Chennai,13.0606,80.2344
600035,Nandanam,Chennai,Chennai City Corporation,13.0269,80.2406
600036,Indian Institute Of Technology,Chennai,Chennai City Corporation,13.0659,80.2365
600038,Icf Colony,Chennai,Perambur Purasawalkam,13.0659,80.2365
600039,Vyasar Nagar Colony,Chennai,Tondiarpet Fort St George,13.1111,80.2647
600040,Anna Nagar (Chennai),Chennai,Egmore Nungambakkam,12.8819,80.0885
600041,Valmiki Nagar,Chennai,Mylapore - Triplicane,12.9695,80.2588
600042,Velacheri,Chennai,Chennai City Corporation,13.0647,80.2523
600078,Kalaignar Karunanidhi Nagar,Chennai,Chennai City Corporation,12.9591,80.1436
600081,Tondiarpet,Chennai,Tondiarpet Fort St George,13.1274,80.2886
600082,Periyar Nagar,Chennai,Perambur,13.0572,80.2297
600083,Jafferkhanpet,Chennai,Chennai City Corporation,13.0582,80.24
600084,Flowers Road,Chennai,Perambur Purasawalkam,13.0582,80.24
600085,Kotturpuram,Chennai,Chennai City Corporation,13.0156,80.2467
600086,Gopalapuram (Chennai),Chennai,Chennai,13.0472,80.2578
600090,Rajaji Bhavan,Chennai,Chennai City Corporation,12.8503,80.0707
600092,Virugambakkam,Chennai,Chennai City Corporation,13.0647,80.2523
600093,Saligramam,Chennai,Chennai City Corporation,13.0647,80.2523
600094,Choolaimedu,Chennai,Chennai,12.8503,80.0707
600101,Anna Nagar Western Extn,Chennai,Ambattur,13.0974,80.195
600102,Anna Nagar East,Chennai,Perambur Purasawalkam,13.0974,80.195
600104,High Court Building (Chennai),Chennai,Tondiarpet Fort St George,13.0974,80.195
600106,D G Vaishnav College,Chennai,Egmore Nungambakkam,13.0734,80.2069
600113,Tidel Park,Chennai,Mambalam,12.9293,80.034
600118,Erukkancheri,Chennai,Chennai,13.0647,80.2523
600016,Meenambakkam,Kanchipuram,Sriperumbudur,12.9846,80.1747
600043,Pallavaram,Kanchipuram,Saidapet,12.968,80.1502
600044,Chromepet,Kanchipuram,Saidapet,12.9477,80.1354
600045,Tambaram H.O,Kanchipuram,Tambaram,12.8819,80.0885
600046,Tambaram IAF,Kanchipuram,Tambaram,12.8819,80.0885
600047,Tambaram Sanatorium,Kanchipuram,Tambaram,12.8819,80.0885
600048,Mannivakkam,Kanchipuram,Chinglepet,12.8884,80.0641
600059,LIC Colony Tambaram,Kanchipuram,Tambaram,13.0252,79.8562
600061,Nanganallur,Kanchipuram,Saidapet,12.9805,80.1881
600063,Srinivasanagar East,Kanchipuram,Tambaram,13.0063,79.8869
600064,Chitlapakkam,Kanchipuram,Tambaram,13.0063,79.8869
600069,Nandambakkam,Kanchipuram,Sriperumbudur,12.978,80.0678
600070,Anakaputhur,Kanchipuram,Tambaram,12.9828,80.1264
600073,Gowriwakkam,Kanchipuram,Tambaram,12.9194,80.1697
600074,Polichalur,Kanchipuram,Tambaram,12.9591,80.1436
600075,Pammal,Kanchipuram,Saidapet,12.975,80.1347
600088,Adambakkam,Kanchipuram,Saidapet,12.9918,80.2035
600089,Nandambakkam Kudiyiruppu,Kanchipuram,Saidapet,13.0582,80.24
600091,Madipakkam,Kanchipuram,Saidapet,12.9623,80.1986
600096,Perungudi,Kanchipuram,Saidapet,12.9609,80.2409
600097,Oggiamthoraipakkam,Kanchipuram,Saidapet,12.8503,80.0707
600100,Pallikaranai,Kanchipuram,Tambaram,12.9377,80.2153
600115,Injambakkam,Kanchipuram,Kancheepuram,12.8959,79.693
600116,Alapakkam,Kanchipuram,Sriperumbudur,12.6952,79.9479
600117,Old Pallavaram,Kanchipuram,Sriperumbudur,12.9293,80.034
600119,Sholinganallur,Kanchipuram,Saidapet,12.89,80.2313
600122,Paraniputhur,Kanchipuram,Sriperumbudur,12.8808,79.3531
600125,Manapakkam,Kanchipuram,Sriperumbudur,13.0158,80.1761
600126,Mappedu,Kanchipuram,Tambaram,12.6952,79.9479
600127,Kolathur,Kanchipuram,Tiruporur,12.6952,79.9479
600129,Kovilambakkam,Kanchipuram,Sholinganallur,12.8745,79.763
600130,Navalur,Kanchipuram,Tiruporur,12.5938,80.0429
600131,Sithalapakkam,Kanchipuram,TAMBARAM,12.5938,80.0429
600132,Tiruneermalai,Kanchipuram,Tambaram,12.5938,80.0429
601301,Malaipattu,Kanchipuram,Sriperumbudur,12.9248,80.0083
602106,Sendamangalam,Kanchipuram,Sriperumbudur,12.9067,79.8342
602108,Tirupandiyur,Kanchipuram,Sriperumbudur,12.9654,79.8289
602117,Irungattukottai,Kanchipuram,Sriperumbudur,12.995,79.9905
603001,Chengalpattu Med.College,Kanchipuram,Chengalpattu,12.6363,79.9843
603002,Kunnavakkam,Kanchipuram,Chengalpattu,12.5386,79.8655
603003,Vallam,Kanchipuram,Chengalpattu,12.6808,79.9965
603004,Mahindra World City (Kanchipuram),Kanchipuram,Chengalpattu,12.6363,79.9843
603101,Villiambakkam,Kanchipuram,Chengalpattu,12.767,79.9148
603102,Kalpakkam,Kanchipuram,Tirukalikundram,12.5638,80.1736
603103,Pudupakkam,Kanchipuram,Chinglepet,12.9194,79.6717
603104,Perur,Kanchipuram,Chengalpattu,12.6952,79.9479
603105,Mullipakkam,Kanchipuram,Tirukalilkundram,12.681,80.0844
603106,Orakattupettai,Kanchipuram,Chengalpattu,12.5256,79.9764
603107,Olaiyur,Kanchipuram,Uthiramerur,12.6359,79.8568
603108,Melaiyur,Kanchipuram,Chengalpattu,12.6952,79.9479
603109,Pandur,Kanchipuram,Tirukalikundram,12.536,80.0355
603110,Tiruporur,Kanchipuram,Chengalpattu,12.7259,80.1895
603111,Tirumani,Kanchipuram,Chengalpattu,12.6531,79.9862
603112,Kovalam (Kanchipuram),Kanchipuram,Chinglepet,12.7865,80.2506
603127,Anupuram,Kanchipuram,Tirukalikundram,12.5436,79.9929
603201,Ramapuram,Kanchipuram,Madurantakam,12.4682,79.7631
603202,Karanaipuduchery,Kanchipuram,Chengalpattu,12.8525,80.0467
603203,Kavanur,Kanchipuram,Chengalpattu,12.2796,79.9098
603204,Appur,Kanchipuram,Chengalpattu,12.8025,79.9749
603209,Maraimalai Nagar,Kanchipuram,Chengalpattu,12.6009,79.8214
603210,Urapakkam,Kanchipuram,Chengalpattu,12.6009,79.8214
603211,Annai Anjugam Nagar,Kanchipuram,Cheyur,12.6009,79.8214
603301,Indalur,Kanchipuram,Cheyyur,12.3641,79.8362
603302,Cheyur (Kanchipuram),Kanchipuram,Cheyur,12.3495,80.003
603303,Kinar,Kanchipuram,Chengalpattu,12.5258,79.9326
603304,Kolathur,Kanchipuram,Cheyur,12.6952,79.9479
603305,Nedumaram,Kanchipuram,Madurantakam,12.6952,79.9479
603306,Madurantakam,Kanchipuram,Madurantakam,12.5117,79.8849
603307,Sirudamur,Kanchipuram,Madurantakam,12.7122,79.8556
603308,Padalam,Kanchipuram,Maduranthakam,12.5926,79.9497
603309,Chitravadi,Kanchipuram,Cheyyur,12.4177,79.8842
603310,Sirumailur,Kanchipuram,Madurantakam,12.3155,79.8438
603311,Zamin Endathur,Kanchipuram,Madurantakam,12.3988,79.8708
603312,Palur,Kanchipuram,Cheyyur,12.767,79.9148
603313,Nugumbal,Kanchipuram,Cheyur,12.3438,79.8904
603314,Pulithivakkam,Kanchipuram,Uttiramerur,12.3988,79.8708
603319,Sendivakkam,Kanchipuram,Chengalpattu,12.4541,79.8031
603401,Chunampet,Kanchipuram,Cheyyur,12.2558,79.9033
603402,Hanumanthandalam,Kanchipuram,Uttiramerur,12.5828,79.7172
603403,Manampathi,Kanchipuram,Uttiramerur,12.6498,79.6585
603405,Anur,Kanchipuram,Chengalpattu,12.5769,79.9742
603406,Vadanallur,Kanchipuram,Uthiramerur,12.6105,79.7794
631501,Tirukachinambi Street,Kanchipuram,Kancheepuram,12.6207,79.6513
631502,Kilakattur,Kanchipuram,Kanchipuram,12.6952,79.9479
631551,Damal,Kanchipuram,Kanchipuram,12.886,79.5922
631552,Siruvakkam,Kanchipuram,Kanchipuram,12.915,79.714
631553,Ekanapuram,Kanchipuram,Sriperumbudur,12.9593,79.7779
631561,Nirvalur,Kanchipuram,Kanchipuram,12.9051,79.7911
631601,Thenambakkam,Kanchipuram,Kanchipuram,13.0198,79.8756
631603,Magaral,Kanchipuram,Kanchipuram,12.7188,79.7558
631604,Sinnivakkam,Kanchipuram,Sriperumbudur,12.8616,79.8275
631605,Nathanallur,Kanchipuram,Kanchipuram,12.8024,79.8444
631606,Palayaseevaram,Kanchipuram,Uttiramerur,12.7525,79.8573
604407,Irungur,Vellore,Arcot,12.6943,79.4472
604505,Vallam Arni,Vellore,Vandavasi,12.5794,79.4862
631001,Ashoknagar (Vellore),Vellore,Arakonam,13.0633,79.645
631002,Nagavedu,Vellore,Arakkonam,13.0416,79.6252
631003,Ichiputhur,Vellore,Arakkonam,13.0585,79.6189
631004,Seyyoor,Vellore,Arakkonam,13.0947,79.692
631005,Winterpet,Vellore,Arakonam,13.0633,79.645
631006,Ins Rajali,Vellore,Arakonam,13.0633,79.645
631051,Attupakkam,Vellore,Arakkonam,12.8123,79.0104
631052,Panapakkam,Vellore,Arakkonam,12.921,79.5663
631101,Mittapettai,Vellore,Arakkonam,13.0939,79.5789
631102,Kesavanankuppam,Vellore,Arakkonam,13.0434,79.3808
631151,Uriyur,Vellore,Arakkonam,13.0466,79.7734
631152,Suraksha Cisf Campus,Vellore,Arakkonam,13.0315,79.753
632001,Sankaranpalayam,Vellore,Vellore,12.7779,79.1353
632002,Virupakshipuram,Vellore,Vellore,12.8123,79.0104
632004,Bakiyath,Vellore,Vellore,12.7779,79.1353
632006,Gandhinagar East,Vellore,Vellore,12.7779,79.1353
632007,Katpadi,Vellore,Vellore,12.9695,79.1455
632008,Shenbakkam,Vellore,Vellore,12.7779,79.1353
632009,Rangapuram,Vellore,Vellore,12.8485,78.8705
632010,Abdullapuram,Vellore,Vellore,13.0318,79.2586
632011,TB Sanatorium,Vellore,Vellore,13.0318,79.2586
632012,Saidapet (Vellore),Vellore,Vellore,13.0318,79.2586
632013,Karugambathur,Vellore,Vlr,13.0318,79.2586
632014,Bramhapuram,Vellore,Katpadi,13.0318,79.2586
632055,Ariyur (Vellore),Vellore,Vellore,12.6976,79.5709
632057,Munjurpattu,Vellore,Vellore,12.8123,79.0104
632058,Pennathur,Vellore,Vellore,12.8123,79.0104
632059,TEL,Vellore,Vellore,12.6976,79.5709
632101,Unai,Vellore,Vlr,12.8805,78.9749
632102,Kaniyambadi,Vellore,Vellore,12.8118,79.134
632103,Serpadi,Vellore,Vlrq,12.7537,78.893
632104,Kothamangalam,Vellore,Vlr,12.8123,79.0104
632105,Budur,Vellore,Vlr,12.9543,78.9367
632106,Serkadu,Vellore,Vlr,13.017,79.2101
632107,Ramanayanikuppam,Vellore,Vellore,12.7829,78.8571
632113,Veppampattu,Vellore,Vellore,12.8123,79.0104
632114,Poigai,Vellore,Vlr,12.8123,79.0104
632115,Thiruvalluvar University,Vellore,Katpadi,12.8435,79.7691
632201,Kilvayathinankuppam,Vellore,Katpadi,12.9351,79.1865
632202,Kalambattu,Vellore,Vlr,13.0106,79.0425
632203,Melmankuppam,Vellore,Katpadi,12.9351,79.1865
632204,Vaduganthangal,Vellore,Vellore,12.9351,79.1865
632209,Palayakrishnapuram,Vellore,Katpadi,12.9617,78.969
632311,Vallam Kannamangalam,Vellore,Arni,12.7255,79.1359
632312,Kilarasampattu,Vellore,Vellore,12.6456,79.2809
632318,Melapudupakkam,Vellore,Arcot,12.679,79.3972
632319,Kammavanpettai,Vellore,Vellore,12.7732,79.1842
632401,Navalpur,Vellore,Walajapet,12.934,79.335
632403,Ranipet Industrial Estate,Vellore,Walajapet,12.9474,79.317
632404,Vanapadi,Vellore,Walajapet,12.9622,79.3284
632405,Mukundarayapuram,Vellore,Walajapet,12.9707,79.3116
632406,Bhel Ranipet,Vellore,Walajapet,12.9474,79.317
632501,Thalangai,Vellore,Walajapet,12.9952,79.4246
632502,Meleri,Vellore,Arakonam,13.0234,79.5678
632503,Arcot,Vellore,Arcot,12.9057,79.319
632504,Damarapakkam,Vellore,Arcot,12.7612,79.3087
632505,Ayal,Vellore,Arakkonam,13.0462,79.4617
632506,Mecheri,Vellore,Arcot,12.8123,79.0104
632507,Venkatapuram,Vellore,Arcot,13.0269,79.2555
632508,Sumaithangi,Vellore,Walajapet,12.9032,79.44
632509,Kilvisharam,Vellore,Walajapet,12.9143,79.2854
632510,Gudalur,Vellore,Arakonam,13.0896,79.5155
632511,Esayanur,Vellore,Arcot,12.8602,79.4489
632512,Nambarai,Vellore,Arcot,12.8171,79.2916
632513,Vannivedu,Vellore,Walajapet,12.9173,79.353
632514,Vasur,Vellore,Katpadi,13.0843,79.2803
632515,Tiruvalam,Vellore,Walajapet,12.9825,79.2661
632516,Mahimandalam,Vellore,Katpadi,13.0718,79.2264
632517,Melakuppam,Vellore,Walajapet,12.8123,79.0104
632518,Vembi,Vellore,Arcot,12.7334,79.4091
632519,Sembarayanallur,Vellore,Walajapet,12.9865,79.2505
632520,Veppalai,Vellore,Katpadi,13.0438,79.2828
632521,Sattur,Vellore,Arcot,12.8123,79.0104
632531,Sirukarumbur,Vellore,Arakkonam,12.8919,79.4906
632601,Modikuppam,Vellore,Gudiyattam,12.8123,79.0104
632602,Gudiyattam H.O,Vellore,Gudiyattam,12.8417,78.8582
632603,Paradarami,Vellore,Gudiyattam,12.7948,79.3166
632604,Agraharam,Vellore,Gudiyattam,12.8449,78.8909
635601,Asiriyar Nagar,Vellore,Tirupathur,12.4453,78.6146
635602,Kadirimangalam,Vellore,Tirupattur,12.4951,78.5287
635651,Chandrapuram,Vellore,Tirupattur,12.502,78.5
635652,Nayakkanur,Vellore,Tirupattur,12.3962,78.5664
635653,Selandampalli,Vellore,Tirupathur,12.4845,78.609
635654,Sundarampalli,Vellore,Tirupattur,12.4066,78.4546
635655,Perumpalli,Vellore,Tirupathur,12.8123,79.0104
635701,Peddur,Vellore,Vaniyambadi,12.6272,78.7544
635702,Andiappanur,Vellore,Tirupattur,12.5263,78.676
635703,Athipet,Vellore,Tirupathur,12.5661,78.9058
635710,Marimanikuppam,Vellore,Tirupattur,12.5668,78.708
635751,Vaniyambadi,Vellore,Tirupattur,12.6816,78.6201
635752,Vallipattu,Vellore,Vaniyambadi,12.6435,78.6504
635754,Vadacheri,Vellore,Vaniyambadi,12.8123,79.0104
635801,Ramanaickenpettai,Vellore,Tirupattur,12.6645,78.55
635802,Somalapuram,Vellore,Vaniyambadi,12.509,78.609
635803,Veppur,Vellore,Gudiyattam,12.9273,78.9214
635804,Madanur,Vellore,Vaniyambadi,12.8755,78.8481
635805,Pallalakuppam,Vellore,Gudiyattam,12.8879,78.7629
635806,Gudanagaram,Vellore,Gudiyattam,12.9098,78.8734
635807,Minnur,Vellore,Vaniyambadi,12.7362,78.6739
635808,Oomerabad,Vellore,Gudiyatham,12.8415,78.7093
635809,Pallikonda,Vellore,Katpadi,12.9052,78.9427
635810,Morasapalli,Vellore,Gudiyattam,12.9428,78.7938
635811,Venkatasamudram,Vellore,Gudiyattam,13.0087,79.0271
635812,Vengili,Vellore,Vaniyambadi,12.8492,78.8007
635813,Sembedu,Vellore,Gudiyattam,12.8031,79.383
635814,Alankuppam,Vellore,Vaniyambadi,12.8123,79.0104
635815,Athurkuppam,Vellore,Tirupattur,12.8247,78.9121
635851,Tiriyalam,Vellore,Tirupattur,12.5639,78.5394
635852,Natrampalli,Vellore,Tirupathur,12.8123,79.0104
635853,Elagiri,Vellore,Tirupattur,12.8123,79.0104
635854,Bandarapalli,Vellore,Tirupattur,12.8123,79.0104
635901,East Badanavadi,Vellore,Tirupathur,12.5887,78.5866
604401,Perumbalai,Tiruvannamalai,Cheyyar,12.4311,79.1677
604402,Sumangali,Tiruvannamalai,Cheyyar,12.7506,79.5657
604403,Irumbedu,Tiruvannamalai,Vandavasi,12.5592,79.7061
604404,Kovilur,Tiruvannamalai,Vandavasi,12.5843,79.5198
604405,Nelliyankulam,Tiruvannamalai,Vandavasi,12.429,79.6466
604406,Embalam,Tiruvannamalai,Vandavasi,12.4325,79.5843
604408,Kilvillivalam,Tiruvannamalai,Vandavasi,12.4405,79.6231
604409,Parasur,Tiruvannamalai,Cheyyar,12.6418,79.4854
604410,Vembakkam,Tiruvannamalai,Cheyyar,12.7863,79.594
604501,Vedal,Tiruvannamalai,Vandavasi,12.3757,79.4746
604502,Kandavaratti,Tiruvannamalai,Vandavasi,12.4756,79.5067
604503,Injimedu,Tiruvannamalai,Vandavasi,12.5456,79.4234
604504,Melsishamangalam,Tiruvannamalai,Cheyyar,12.6342,79.3462
604601,Rayampettai,Tiruvannamalai,Tvamalai,12.216,79.2322
605702,Moongilthuraipattu,Tiruvannamalai,Tiruvannamalai,12.4311,79.1677
606601,Tiruvannamalai H.O,Tiruvannamalai,Tiruvannamalai,12.2607,79.0515
606603,Thenmathur,Tiruvannamalai,Tiruvannamalai,12.2607,79.0515
606604,Adaiyur,Tiruvannamalai,Tiruvannamalai,12.2653,79.0465
606611,Kanalapadi,Tiruvannamalai,Tiruvannamalai,12.2847,79.1599
606701,Chengam,Tiruvannamalai,Chengam,12.3089,78.7914
606702,Kanji,Tiruvannamalai,Chengam,12.2629,78.9215
606703,Melpallipattu,Tiruvannamalai,Chengam,12.2644,78.7397
606704,Eraiyur,Tiruvannamalai,Chengam,12.6663,79.471
606705,Kilkuppam,Tiruvannamalai,Polur,12.4311,79.1677
606706,Kolundampattu,Tiruvannamalai,Chengam,12.2185,78.9039
606707,Radhapuram,Tiruvannamalai,Chengam,12.4311,79.1677
606708,Rayandapuram,Tiruvannamalai,Chengam,12.0914,78.9326
606709,Arattavadi,Tiruvannamalai,Chengam,12.2335,78.8001
606710,Kilaiyur,Tiruvannamalai,Chengam,12.7112,79.3144
606751,Kappalur,Tiruvannamalai,Polur,12.4545,79.0987
606752,Mangalam (Tiruvannamalai),Tiruvannamalai,Polur,12.4261,79.3137
606753,Meyyur,Tiruvannamalai,Tiruvannamalai,12.1726,79.0325
606754,Kallayee Sorathur,Tiruvannamalai,Vandavasi,12.1105,79.2411
606755,Rajapalayam,Tiruvannamalai,Tiruvnamalai,12.4311,79.1677
606801,Chettupattu Polur,Tiruvannamalai,Vandavasi,12.4683,79.3534
606802,Nayudumangalam,Tiruvannamalai,Tiruvannamalai,12.3812,79.0888
606803,Sengunam,Tiruvannamalai,Polur,12.5514,79.1418
606804,Isukkalikatteri,Tiruvannamalai,Tiruvannamalai,12.112,79.1733
606805,Kolakkaravadi,Tiruvannamalai,Tiruvannamalai,12.3332,79.0476
606806,Su Valavetti,Tiruvannamalai,Tiruvannamalai,12.0669,79.1198
606807,Melathangal,Tiruvannamalai,Vandavasi,12.4311,79.1677
606808,Kattampoondi,Tiruvannamalai,Thandrampattu,12.1235,79.0786
606811,Devanur,Tiruvannamalai,,12.0336,79.0909
606901,Adamangalam,Tiruvannamalai,Polur,12.4311,79.1677
606902,Nambedu,Tiruvannamalai,Arni,12.5567,79.4696
606903,Kamakkur,Tiruvannamalai,Polur,12.6754,79.2328
606904,Padagam,Tiruvannamalai,Polur,12.4257,79.1912
606905,Arjunapuram,Tiruvannamalai,Polur,12.4311,79.1677
606906,Siruvallur,Tiruvannamalai,Polur,12.4632,79.0202
606907,Kelur,Tiruvannamalai,Polur,12.5975,79.1457
606908,Kadaladi (Tiruvannamalai),Tiruvannamalai,Polur,12.4042,78.965
631701,Ukkal,Tiruvannamalai,Cheyyar,12.6774,79.6835
631702,Menalur,Tiruvannamalai,Cheyyar,12.7078,79.7812
632301,Arni Fort,Tiruvannamalai,Arani,12.6349,79.3112
632313,Narayanamangalam,Tiruvannamalai,Vandavasi,12.5618,79.3729
632314,Ariyapadi,Tiruvannamalai,Arni,12.7137,79.2258
632315,Onnupuram,Tiruvannamalai,Arni,12.7212,79.181
632316,Nesal,Tiruvannamalai,Arni,12.6275,79.3079
632317,Meyyur,Tiruvannamalai,Arni,12.1726,79.0325
632326,Thatchur,Tiruvannamalai,Polur,12.4311,79.1677
604001,Kaveripakkam,Villupuram,Tindivanam,12.2272,79.6529
604101,Andapattu,Villupuram,Tindivanam,11.9734,79.2921
604102,Omandur,Villupuram,Tindivanam,12.1629,79.6938
604151,Nayambadi,Villupuram,Tindivanam,11.9734,79.2921
604152,Thadagam,Villupuram,Tindivanam,12.1697,79.4496
604153,Semmedu,Villupuram,Tindivanam,12.04,79.4091
604154,Olagapuram,Villupuram,Tindivanam,12.1632,79.7719
604201,Kappalampadi,Villupuram,Tindivanam,12.3735,79.2673
604202,Gingee,Villupuram,Gingee,12.2528,79.4173
604203,Melolakkur,Villupuram,Tindivanam,12.3387,79.4888
604204,Eyyal,Villupuram,Tindvanam,12.4068,79.3262
604205,Thaiyur,Villupuram,Tindivanam,11.9734,79.2921
604206,Tivanur,Villupuram,Gingee,12.2545,79.5523
604207,Kodiyam,Villupuram,Tindivanam,12.3195,79.6317
604208,Devanur,Villupuram,Tindivanam,12.3646,79.3856
